filename,crack,inactive
augmented_images/cell0332_aug_0.png,0,0
augmented_images/cell0332_aug_1.png,0,0
augmented_images/cell0332_aug_2.png,0,0
augmented_images/cell0802_aug_0.png,0,0
augmented_images/cell0802_aug_1.png,0,0
augmented_images/cell0802_aug_2.png,0,0
augmented_images/cell1150_aug_0.png,0,0
augmented_images/cell1150_aug_1.png,0,0
augmented_images/cell1150_aug_2.png,0,0
augmented_images/cell2310_aug_0.png,0,0
augmented_images/cell2310_aug_1.png,0,0
augmented_images/cell2310_aug_2.png,0,0
augmented_images/cell2427_aug_0.png,1,0
augmented_images/cell2427_aug_1.png,1,0
augmented_images/cell2427_aug_2.png,1,0
augmented_images/cell2230_aug_0.png,0,0
augmented_images/cell2230_aug_1.png,0,0
augmented_images/cell2230_aug_2.png,0,0
augmented_images/cell1362_aug_0.png,0,0
augmented_images/cell1362_aug_1.png,0,0
augmented_images/cell1362_aug_2.png,0,0
augmented_images/cell2516_aug_0.png,1,0
augmented_images/cell2516_aug_1.png,1,0
augmented_images/cell2516_aug_2.png,1,0
augmented_images/cell2538_aug_0.png,1,0
augmented_images/cell2538_aug_1.png,1,0
augmented_images/cell2538_aug_2.png,1,0
augmented_images/cell0838_aug_0.png,0,0
augmented_images/cell0838_aug_1.png,0,0
augmented_images/cell0838_aug_2.png,0,0
augmented_images/cell1471_aug_0.png,0,0
augmented_images/cell1471_aug_1.png,0,0
augmented_images/cell1471_aug_2.png,0,0
augmented_images/cell0097_aug_0.png,0,0
augmented_images/cell0097_aug_1.png,0,0
augmented_images/cell0097_aug_2.png,0,0
augmented_images/cell2257_aug_0.png,0,0
augmented_images/cell2257_aug_1.png,0,0
augmented_images/cell2257_aug_2.png,0,0
augmented_images/cell1039_aug_0.png,0,0
augmented_images/cell1039_aug_1.png,0,0
augmented_images/cell1039_aug_2.png,0,0
augmented_images/cell2308_aug_0.png,0,0
augmented_images/cell2308_aug_1.png,0,0
augmented_images/cell2308_aug_2.png,0,0
augmented_images/cell1893_aug_0.png,0,0
augmented_images/cell1893_aug_1.png,0,0
augmented_images/cell1893_aug_2.png,0,0
augmented_images/cell1549_aug_0.png,0,0
augmented_images/cell1549_aug_1.png,0,0
augmented_images/cell1549_aug_2.png,0,0
augmented_images/cell1417_aug_0.png,0,0
augmented_images/cell1417_aug_1.png,0,0
augmented_images/cell1417_aug_2.png,0,0
augmented_images/cell1357_aug_0.png,0,0
augmented_images/cell1357_aug_1.png,0,0
augmented_images/cell1357_aug_2.png,0,0
augmented_images/cell0037_aug_0.png,1,0
augmented_images/cell0037_aug_1.png,1,0
augmented_images/cell0037_aug_2.png,1,0
augmented_images/cell0036_aug_0.png,1,0
augmented_images/cell0036_aug_1.png,1,0
augmented_images/cell0036_aug_2.png,1,0
augmented_images/cell1611_aug_0.png,0,0
augmented_images/cell1611_aug_1.png,0,0
augmented_images/cell1611_aug_2.png,0,0
augmented_images/cell0484_aug_0.png,1,1
augmented_images/cell0484_aug_1.png,1,1
augmented_images/cell0484_aug_2.png,1,1
augmented_images/cell1755_aug_0.png,0,0
augmented_images/cell1755_aug_1.png,0,0
augmented_images/cell1755_aug_2.png,0,0
augmented_images/cell2003_aug_0.png,0,0
augmented_images/cell2003_aug_1.png,0,0
augmented_images/cell2003_aug_2.png,0,0
augmented_images/cell0888_aug_0.png,1,0
augmented_images/cell0888_aug_1.png,1,0
augmented_images/cell0888_aug_2.png,1,0
augmented_images/cell0179_aug_0.png,0,0
augmented_images/cell0179_aug_1.png,0,0
augmented_images/cell0179_aug_2.png,0,0
augmented_images/cell2043_aug_0.png,0,0
augmented_images/cell2043_aug_1.png,0,0
augmented_images/cell2043_aug_2.png,0,0
augmented_images/cell1651_aug_0.png,1,1
augmented_images/cell1651_aug_1.png,1,1
augmented_images/cell1651_aug_2.png,1,1
augmented_images/cell2334_aug_0.png,0,0
augmented_images/cell2334_aug_1.png,0,0
augmented_images/cell2334_aug_2.png,0,0
augmented_images/cell0775_aug_0.png,0,0
augmented_images/cell0775_aug_1.png,0,0
augmented_images/cell0775_aug_2.png,0,0
augmented_images/cell1795_aug_0.png,0,0
augmented_images/cell1795_aug_1.png,0,0
augmented_images/cell1795_aug_2.png,0,0
augmented_images/cell0228_aug_0.png,1,0
augmented_images/cell0228_aug_1.png,1,0
augmented_images/cell0228_aug_2.png,1,0
augmented_images/cell1399_aug_0.png,1,0
augmented_images/cell1399_aug_1.png,1,0
augmented_images/cell1399_aug_2.png,1,0
augmented_images/cell1912_aug_0.png,0,0
augmented_images/cell1912_aug_1.png,0,0
augmented_images/cell1912_aug_2.png,0,0
augmented_images/cell1790_aug_0.png,0,0
augmented_images/cell1790_aug_1.png,0,0
augmented_images/cell1790_aug_2.png,0,0
augmented_images/cell1618_aug_0.png,1,1
augmented_images/cell1618_aug_1.png,1,1
augmented_images/cell1618_aug_2.png,1,1
augmented_images/cell1898_aug_0.png,0,0
augmented_images/cell1898_aug_1.png,0,0
augmented_images/cell1898_aug_2.png,0,0
augmented_images/cell0742_aug_0.png,1,0
augmented_images/cell0742_aug_1.png,1,0
augmented_images/cell0742_aug_2.png,1,0
augmented_images/cell2213_aug_0.png,0,0
augmented_images/cell2213_aug_1.png,0,0
augmented_images/cell2213_aug_2.png,0,0
augmented_images/cell0137_aug_0.png,0,0
augmented_images/cell0137_aug_1.png,0,0
augmented_images/cell0137_aug_2.png,0,0
augmented_images/cell1777_aug_0.png,0,0
augmented_images/cell1777_aug_1.png,0,0
augmented_images/cell1777_aug_2.png,0,0
augmented_images/cell2397_aug_0.png,0,0
augmented_images/cell2397_aug_1.png,0,0
augmented_images/cell2397_aug_2.png,0,0
augmented_images/cell1636_aug_0.png,0,0
augmented_images/cell1636_aug_1.png,0,0
augmented_images/cell1636_aug_2.png,0,0
augmented_images/cell2335_aug_0.png,0,0
augmented_images/cell2335_aug_1.png,0,0
augmented_images/cell2335_aug_2.png,0,0
augmented_images/cell0481_aug_0.png,1,1
augmented_images/cell0481_aug_1.png,1,1
augmented_images/cell0481_aug_2.png,1,1
augmented_images/cell0869_aug_0.png,1,0
augmented_images/cell0869_aug_1.png,1,0
augmented_images/cell0869_aug_2.png,1,0
augmented_images/cell0745_aug_0.png,0,0
augmented_images/cell0745_aug_1.png,0,0
augmented_images/cell0745_aug_2.png,0,0
augmented_images/cell0062_aug_0.png,0,0
augmented_images/cell0062_aug_1.png,0,0
augmented_images/cell0062_aug_2.png,0,0
augmented_images/cell0356_aug_0.png,0,0
augmented_images/cell0356_aug_1.png,0,0
augmented_images/cell0356_aug_2.png,0,0
augmented_images/cell2178_aug_0.png,0,0
augmented_images/cell2178_aug_1.png,0,0
augmented_images/cell2178_aug_2.png,0,0
augmented_images/cell0926_aug_0.png,0,0
augmented_images/cell0926_aug_1.png,0,0
augmented_images/cell0926_aug_2.png,0,0
augmented_images/cell1581_aug_0.png,0,0
augmented_images/cell1581_aug_1.png,0,0
augmented_images/cell1581_aug_2.png,0,0
augmented_images/cell2193_aug_0.png,0,0
augmented_images/cell2193_aug_1.png,0,0
augmented_images/cell2193_aug_2.png,0,0
augmented_images/cell1753_aug_0.png,0,0
augmented_images/cell1753_aug_1.png,0,0
augmented_images/cell1753_aug_2.png,0,0
augmented_images/cell2179_aug_0.png,0,0
augmented_images/cell2179_aug_1.png,0,0
augmented_images/cell2179_aug_2.png,0,0
augmented_images/cell2197_aug_0.png,0,0
augmented_images/cell2197_aug_1.png,0,0
augmented_images/cell2197_aug_2.png,0,0
augmented_images/cell1033_aug_0.png,0,0
augmented_images/cell1033_aug_1.png,0,0
augmented_images/cell1033_aug_2.png,0,0
augmented_images/cell0561_aug_0.png,0,0
augmented_images/cell0561_aug_1.png,0,0
augmented_images/cell0561_aug_2.png,0,0
augmented_images/cell1899_aug_0.png,0,0
augmented_images/cell1899_aug_1.png,0,0
augmented_images/cell1899_aug_2.png,0,0
augmented_images/cell1350_aug_0.png,0,0
augmented_images/cell1350_aug_1.png,0,0
augmented_images/cell1350_aug_2.png,0,0
augmented_images/cell1800_aug_0.png,0,0
augmented_images/cell1800_aug_1.png,0,0
augmented_images/cell1800_aug_2.png,0,0
augmented_images/cell1485_aug_0.png,0,0
augmented_images/cell1485_aug_1.png,0,0
augmented_images/cell1485_aug_2.png,0,0
augmented_images/cell2337_aug_0.png,0,0
augmented_images/cell2337_aug_1.png,0,0
augmented_images/cell2337_aug_2.png,0,0
augmented_images/cell0820_aug_0.png,0,0
augmented_images/cell0820_aug_1.png,0,0
augmented_images/cell0820_aug_2.png,0,0
augmented_images/cell1479_aug_0.png,0,0
augmented_images/cell1479_aug_1.png,0,0
augmented_images/cell1479_aug_2.png,0,0
augmented_images/cell1883_aug_0.png,0,0
augmented_images/cell1883_aug_1.png,0,0
augmented_images/cell1883_aug_2.png,0,0
augmented_images/cell1758_aug_0.png,0,0
augmented_images/cell1758_aug_1.png,0,0
augmented_images/cell1758_aug_2.png,0,0
augmented_images/cell2415_aug_0.png,0,0
augmented_images/cell2415_aug_1.png,0,0
augmented_images/cell2415_aug_2.png,0,0
augmented_images/cell1492_aug_0.png,0,0
augmented_images/cell1492_aug_1.png,0,0
augmented_images/cell1492_aug_2.png,0,0
augmented_images/cell0854_aug_0.png,1,0
augmented_images/cell0854_aug_1.png,1,0
augmented_images/cell0854_aug_2.png,1,0
augmented_images/cell2102_aug_0.png,0,0
augmented_images/cell2102_aug_1.png,0,0
augmented_images/cell2102_aug_2.png,0,0
augmented_images/cell1100_aug_0.png,0,0
augmented_images/cell1100_aug_1.png,0,0
augmented_images/cell1100_aug_2.png,0,0
augmented_images/cell1913_aug_0.png,0,0
augmented_images/cell1913_aug_1.png,0,0
augmented_images/cell1913_aug_2.png,0,0
augmented_images/cell2475_aug_0.png,0,0
augmented_images/cell2475_aug_1.png,0,0
augmented_images/cell2475_aug_2.png,0,0
augmented_images/cell1466_aug_0.png,0,0
augmented_images/cell1466_aug_1.png,0,0
augmented_images/cell1466_aug_2.png,0,0
augmented_images/cell0015_aug_0.png,1,0
augmented_images/cell0015_aug_1.png,1,0
augmented_images/cell0015_aug_2.png,1,0
augmented_images/cell2031_aug_0.png,0,0
augmented_images/cell2031_aug_1.png,0,0
augmented_images/cell2031_aug_2.png,0,0
augmented_images/cell1938_aug_0.png,0,0
augmented_images/cell1938_aug_1.png,0,0
augmented_images/cell1938_aug_2.png,0,0
augmented_images/cell1130_aug_0.png,0,0
augmented_images/cell1130_aug_1.png,0,0
augmented_images/cell1130_aug_2.png,0,0
augmented_images/cell2170_aug_0.png,0,0
augmented_images/cell2170_aug_1.png,0,0
augmented_images/cell2170_aug_2.png,0,0
augmented_images/cell1468_aug_0.png,0,0
augmented_images/cell1468_aug_1.png,0,0
augmented_images/cell1468_aug_2.png,0,0
augmented_images/cell1174_aug_0.png,0,0
augmented_images/cell1174_aug_1.png,0,0
augmented_images/cell1174_aug_2.png,0,0
augmented_images/cell0878_aug_0.png,1,0
augmented_images/cell0878_aug_1.png,1,0
augmented_images/cell0878_aug_2.png,1,0
augmented_images/cell1983_aug_0.png,0,0
augmented_images/cell1983_aug_1.png,0,0
augmented_images/cell1983_aug_2.png,0,0
augmented_images/cell2302_aug_0.png,0,0
augmented_images/cell2302_aug_1.png,0,0
augmented_images/cell2302_aug_2.png,0,0
augmented_images/cell1762_aug_0.png,0,0
augmented_images/cell1762_aug_1.png,0,0
augmented_images/cell1762_aug_2.png,0,0
augmented_images/cell1812_aug_0.png,0,0
augmented_images/cell1812_aug_1.png,0,0
augmented_images/cell1812_aug_2.png,0,0
augmented_images/cell1951_aug_0.png,0,0
augmented_images/cell1951_aug_1.png,0,0
augmented_images/cell1951_aug_2.png,0,0
augmented_images/cell2268_aug_0.png,0,0
augmented_images/cell2268_aug_1.png,0,0
augmented_images/cell2268_aug_2.png,0,0
augmented_images/cell2498_aug_0.png,0,0
augmented_images/cell2498_aug_1.png,0,0
augmented_images/cell2498_aug_2.png,0,0
augmented_images/cell1559_aug_0.png,0,0
augmented_images/cell1559_aug_1.png,0,0
augmented_images/cell1559_aug_2.png,0,0
augmented_images/cell0839_aug_0.png,0,0
augmented_images/cell0839_aug_1.png,0,0
augmented_images/cell0839_aug_2.png,0,0
augmented_images/cell2532_aug_0.png,0,0
augmented_images/cell2532_aug_1.png,0,0
augmented_images/cell2532_aug_2.png,0,0
augmented_images/cell0804_aug_0.png,0,0
augmented_images/cell0804_aug_1.png,0,0
augmented_images/cell0804_aug_2.png,0,0
augmented_images/cell1158_aug_0.png,0,0
augmented_images/cell1158_aug_1.png,0,0
augmented_images/cell1158_aug_2.png,0,0
augmented_images/cell0274_aug_0.png,1,0
augmented_images/cell0274_aug_1.png,1,0
augmented_images/cell0274_aug_2.png,1,0
augmented_images/cell1228_aug_0.png,0,0
augmented_images/cell1228_aug_1.png,0,0
augmented_images/cell1228_aug_2.png,0,0
augmented_images/cell0818_aug_0.png,0,0
augmented_images/cell0818_aug_1.png,0,0
augmented_images/cell0818_aug_2.png,0,0
augmented_images/cell0421_aug_0.png,1,1
augmented_images/cell0421_aug_1.png,1,1
augmented_images/cell0421_aug_2.png,1,1
augmented_images/cell1545_aug_0.png,0,0
augmented_images/cell1545_aug_1.png,0,0
augmented_images/cell1545_aug_2.png,0,0
augmented_images/cell0164_aug_0.png,1,0
augmented_images/cell0164_aug_1.png,1,0
augmented_images/cell0164_aug_2.png,1,0
augmented_images/cell2080_aug_0.png,0,0
augmented_images/cell2080_aug_1.png,0,0
augmented_images/cell2080_aug_2.png,0,0
augmented_images/cell0758_aug_0.png,1,0
augmented_images/cell0758_aug_1.png,1,0
augmented_images/cell0758_aug_2.png,1,0
augmented_images/cell0038_aug_0.png,1,1
augmented_images/cell0038_aug_1.png,1,1
augmented_images/cell0038_aug_2.png,1,1
augmented_images/cell0777_aug_0.png,0,0
augmented_images/cell0777_aug_1.png,0,0
augmented_images/cell0777_aug_2.png,0,0
augmented_images/cell2000_aug_0.png,0,0
augmented_images/cell2000_aug_1.png,0,0
augmented_images/cell2000_aug_2.png,0,0
augmented_images/cell2614_aug_0.png,0,0
augmented_images/cell2614_aug_1.png,0,0
augmented_images/cell2614_aug_2.png,0,0
augmented_images/cell0538_aug_0.png,0,0
augmented_images/cell0538_aug_1.png,0,0
augmented_images/cell0538_aug_2.png,0,0
augmented_images/cell0993_aug_0.png,0,0
augmented_images/cell0993_aug_1.png,0,0
augmented_images/cell0993_aug_2.png,0,0
augmented_images/cell1080_aug_0.png,1,0
augmented_images/cell1080_aug_1.png,1,0
augmented_images/cell1080_aug_2.png,1,0
augmented_images/cell0180_aug_0.png,0,0
augmented_images/cell0180_aug_1.png,0,0
augmented_images/cell0180_aug_2.png,0,0
augmented_images/cell0306_aug_0.png,0,0
augmented_images/cell0306_aug_1.png,0,0
augmented_images/cell0306_aug_2.png,0,0
augmented_images/cell1756_aug_0.png,0,0
augmented_images/cell1756_aug_1.png,0,0
augmented_images/cell1756_aug_2.png,0,0
augmented_images/cell2588_aug_0.png,0,0
augmented_images/cell2588_aug_1.png,0,0
augmented_images/cell2588_aug_2.png,0,0
augmented_images/cell0181_aug_0.png,0,0
augmented_images/cell0181_aug_1.png,0,0
augmented_images/cell0181_aug_2.png,0,0
augmented_images/cell0668_aug_0.png,1,1
augmented_images/cell0668_aug_1.png,1,1
augmented_images/cell0668_aug_2.png,1,1
augmented_images/cell2448_aug_0.png,0,0
augmented_images/cell2448_aug_1.png,0,0
augmented_images/cell2448_aug_2.png,0,0
augmented_images/cell2379_aug_0.png,0,0
augmented_images/cell2379_aug_1.png,0,0
augmented_images/cell2379_aug_2.png,0,0
augmented_images/cell2212_aug_0.png,0,0
augmented_images/cell2212_aug_1.png,0,0
augmented_images/cell2212_aug_2.png,0,0
augmented_images/cell0990_aug_0.png,0,0
augmented_images/cell0990_aug_1.png,0,0
augmented_images/cell0990_aug_2.png,0,0
augmented_images/cell2296_aug_0.png,0,0
augmented_images/cell2296_aug_1.png,0,0
augmented_images/cell2296_aug_2.png,0,0
augmented_images/cell0566_aug_0.png,0,0
augmented_images/cell0566_aug_1.png,0,0
augmented_images/cell0566_aug_2.png,0,0
augmented_images/cell2452_aug_0.png,0,0
augmented_images/cell2452_aug_1.png,0,0
augmented_images/cell2452_aug_2.png,0,0
augmented_images/cell0054_aug_0.png,1,0
augmented_images/cell0054_aug_1.png,1,0
augmented_images/cell0054_aug_2.png,1,0
augmented_images/cell1711_aug_0.png,0,0
augmented_images/cell1711_aug_1.png,0,0
augmented_images/cell1711_aug_2.png,0,0
augmented_images/cell0546_aug_0.png,0,0
augmented_images/cell0546_aug_1.png,0,0
augmented_images/cell0546_aug_2.png,0,0
augmented_images/cell0387_aug_0.png,1,0
augmented_images/cell0387_aug_1.png,1,0
augmented_images/cell0387_aug_2.png,1,0
augmented_images/cell2014_aug_0.png,0,0
augmented_images/cell2014_aug_1.png,0,0
augmented_images/cell2014_aug_2.png,0,0
augmented_images/cell1311_aug_0.png,0,0
augmented_images/cell1311_aug_1.png,0,0
augmented_images/cell1311_aug_2.png,0,0
augmented_images/cell0147_aug_0.png,1,0
augmented_images/cell0147_aug_1.png,1,0
augmented_images/cell0147_aug_2.png,1,0
augmented_images/cell0202_aug_0.png,0,0
augmented_images/cell0202_aug_1.png,0,0
augmented_images/cell0202_aug_2.png,0,0
augmented_images/cell0939_aug_0.png,0,0
augmented_images/cell0939_aug_1.png,0,0
augmented_images/cell0939_aug_2.png,0,0
augmented_images/cell0094_aug_0.png,0,0
augmented_images/cell0094_aug_1.png,0,0
augmented_images/cell0094_aug_2.png,0,0
augmented_images/cell0983_aug_0.png,0,0
augmented_images/cell0983_aug_1.png,0,0
augmented_images/cell0983_aug_2.png,0,0
augmented_images/cell0046_aug_0.png,1,1
augmented_images/cell0046_aug_1.png,1,1
augmented_images/cell0046_aug_2.png,1,1
augmented_images/cell2177_aug_0.png,0,0
augmented_images/cell2177_aug_1.png,0,0
augmented_images/cell2177_aug_2.png,0,0
augmented_images/cell2402_aug_0.png,0,0
augmented_images/cell2402_aug_1.png,0,0
augmented_images/cell2402_aug_2.png,0,0
augmented_images/cell2412_aug_0.png,0,0
augmented_images/cell2412_aug_1.png,0,0
augmented_images/cell2412_aug_2.png,0,0
augmented_images/cell1015_aug_0.png,0,0
augmented_images/cell1015_aug_1.png,0,0
augmented_images/cell1015_aug_2.png,0,0
augmented_images/cell0440_aug_0.png,1,0
augmented_images/cell0440_aug_1.png,1,0
augmented_images/cell0440_aug_2.png,1,0
augmented_images/cell1689_aug_0.png,0,0
augmented_images/cell1689_aug_1.png,0,0
augmented_images/cell1689_aug_2.png,0,0
augmented_images/cell0583_aug_0.png,0,0
augmented_images/cell0583_aug_1.png,0,0
augmented_images/cell0583_aug_2.png,0,0
augmented_images/cell1290_aug_0.png,0,0
augmented_images/cell1290_aug_1.png,0,0
augmented_images/cell1290_aug_2.png,0,0
augmented_images/cell1673_aug_0.png,1,1
augmented_images/cell1673_aug_1.png,1,1
augmented_images/cell1673_aug_2.png,1,1
augmented_images/cell1786_aug_0.png,0,0
augmented_images/cell1786_aug_1.png,0,0
augmented_images/cell1786_aug_2.png,0,0
augmented_images/cell0908_aug_0.png,0,0
augmented_images/cell0908_aug_1.png,0,0
augmented_images/cell0908_aug_2.png,0,0
augmented_images/cell2307_aug_0.png,0,0
augmented_images/cell2307_aug_1.png,0,0
augmented_images/cell2307_aug_2.png,0,0
augmented_images/cell1067_aug_0.png,0,0
augmented_images/cell1067_aug_1.png,0,0
augmented_images/cell1067_aug_2.png,0,0
augmented_images/cell1387_aug_0.png,0,0
augmented_images/cell1387_aug_1.png,0,0
augmented_images/cell1387_aug_2.png,0,0
augmented_images/cell2521_aug_0.png,0,0
augmented_images/cell2521_aug_1.png,0,0
augmented_images/cell2521_aug_2.png,0,0
augmented_images/cell2254_aug_0.png,0,0
augmented_images/cell2254_aug_1.png,0,0
augmented_images/cell2254_aug_2.png,0,0
augmented_images/cell1469_aug_0.png,0,0
augmented_images/cell1469_aug_1.png,0,0
augmented_images/cell1469_aug_2.png,0,0
augmented_images/cell0255_aug_0.png,1,0
augmented_images/cell0255_aug_1.png,1,0
augmented_images/cell0255_aug_2.png,1,0
augmented_images/cell1619_aug_0.png,0,0
augmented_images/cell1619_aug_1.png,0,0
augmented_images/cell1619_aug_2.png,0,0
augmented_images/cell2158_aug_0.png,0,0
augmented_images/cell2158_aug_1.png,0,0
augmented_images/cell2158_aug_2.png,0,0
augmented_images/cell1931_aug_0.png,0,0
augmented_images/cell1931_aug_1.png,0,0
augmented_images/cell1931_aug_2.png,0,0
augmented_images/cell1916_aug_0.png,0,0
augmented_images/cell1916_aug_1.png,0,0
augmented_images/cell1916_aug_2.png,0,0
augmented_images/cell1276_aug_0.png,0,0
augmented_images/cell1276_aug_1.png,0,0
augmented_images/cell1276_aug_2.png,0,0
augmented_images/cell1757_aug_0.png,0,0
augmented_images/cell1757_aug_1.png,0,0
augmented_images/cell1757_aug_2.png,0,0
augmented_images/cell1282_aug_0.png,0,0
augmented_images/cell1282_aug_1.png,0,0
augmented_images/cell1282_aug_2.png,0,0
augmented_images/cell2184_aug_0.png,0,0
augmented_images/cell2184_aug_1.png,0,0
augmented_images/cell2184_aug_2.png,0,0
augmented_images/cell0106_aug_0.png,0,0
augmented_images/cell0106_aug_1.png,0,0
augmented_images/cell0106_aug_2.png,0,0
augmented_images/cell0400_aug_0.png,1,1
augmented_images/cell0400_aug_1.png,1,1
augmented_images/cell0400_aug_2.png,1,1
augmented_images/cell1215_aug_0.png,0,0
augmented_images/cell1215_aug_1.png,0,0
augmented_images/cell1215_aug_2.png,0,0
augmented_images/cell2006_aug_0.png,0,0
augmented_images/cell2006_aug_1.png,0,0
augmented_images/cell2006_aug_2.png,0,0
augmented_images/cell0145_aug_0.png,0,0
augmented_images/cell0145_aug_1.png,0,0
augmented_images/cell0145_aug_2.png,0,0
augmented_images/cell0565_aug_0.png,0,0
augmented_images/cell0565_aug_1.png,0,0
augmented_images/cell0565_aug_2.png,0,0
augmented_images/cell1335_aug_0.png,0,0
augmented_images/cell1335_aug_1.png,0,0
augmented_images/cell1335_aug_2.png,0,0
augmented_images/cell0691_aug_0.png,1,0
augmented_images/cell0691_aug_1.png,1,0
augmented_images/cell0691_aug_2.png,1,0
augmented_images/cell2286_aug_0.png,0,0
augmented_images/cell2286_aug_1.png,0,0
augmented_images/cell2286_aug_2.png,0,0
augmented_images/cell1171_aug_0.png,0,0
augmented_images/cell1171_aug_1.png,0,0
augmented_images/cell1171_aug_2.png,0,0
augmented_images/cell1584_aug_0.png,0,0
augmented_images/cell1584_aug_1.png,0,0
augmented_images/cell1584_aug_2.png,0,0
augmented_images/cell2406_aug_0.png,0,0
augmented_images/cell2406_aug_1.png,0,0
augmented_images/cell2406_aug_2.png,0,0
augmented_images/cell1933_aug_0.png,0,0
augmented_images/cell1933_aug_1.png,0,0
augmented_images/cell1933_aug_2.png,0,0
augmented_images/cell0776_aug_0.png,0,0
augmented_images/cell0776_aug_1.png,0,0
augmented_images/cell0776_aug_2.png,0,0
augmented_images/cell2139_aug_0.png,0,0
augmented_images/cell2139_aug_1.png,0,0
augmented_images/cell2139_aug_2.png,0,0
augmented_images/cell1026_aug_0.png,0,0
augmented_images/cell1026_aug_1.png,0,0
augmented_images/cell1026_aug_2.png,0,0
augmented_images/cell2292_aug_0.png,0,0
augmented_images/cell2292_aug_1.png,0,0
augmented_images/cell2292_aug_2.png,0,0
augmented_images/cell0192_aug_0.png,1,0
augmented_images/cell0192_aug_1.png,1,0
augmented_images/cell0192_aug_2.png,1,0
augmented_images/cell2115_aug_0.png,0,0
augmented_images/cell2115_aug_1.png,0,0
augmented_images/cell2115_aug_2.png,0,0
augmented_images/cell0963_aug_0.png,0,0
augmented_images/cell0963_aug_1.png,0,0
augmented_images/cell0963_aug_2.png,0,0
augmented_images/cell0472_aug_0.png,1,1
augmented_images/cell0472_aug_1.png,1,1
augmented_images/cell0472_aug_2.png,1,1
augmented_images/cell0079_aug_0.png,0,0
augmented_images/cell0079_aug_1.png,0,0
augmented_images/cell0079_aug_2.png,0,0
augmented_images/cell0744_aug_0.png,1,0
augmented_images/cell0744_aug_1.png,1,0
augmented_images/cell0744_aug_2.png,1,0
augmented_images/cell1763_aug_0.png,0,0
augmented_images/cell1763_aug_1.png,0,0
augmented_images/cell1763_aug_2.png,0,0
augmented_images/cell2512_aug_0.png,0,0
augmented_images/cell2512_aug_1.png,0,0
augmented_images/cell2512_aug_2.png,0,0
augmented_images/cell2407_aug_0.png,0,0
augmented_images/cell2407_aug_1.png,0,0
augmented_images/cell2407_aug_2.png,0,0
augmented_images/cell1226_aug_0.png,0,0
augmented_images/cell1226_aug_1.png,0,0
augmented_images/cell1226_aug_2.png,0,0
augmented_images/cell0196_aug_0.png,1,0
augmented_images/cell0196_aug_1.png,1,0
augmented_images/cell0196_aug_2.png,1,0
augmented_images/cell1191_aug_0.png,0,0
augmented_images/cell1191_aug_1.png,0,0
