"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
"APP-8Iyr3IHliWVYSyqwWJ3NZcuIZr05f3c1cd37c0ab7193cccaaf4f63a3b1f7","session_start","screen_view","app_update","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-BEMQXagX77kZXB4lwZUYwWEax6Zma116748c39490e397465896b887cc664","session_start","screen_view","app_open","login","screen_view","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-DwnDaScOl7n27woBmCE0rgsqHF1Z6f650b17c6f8f85c33a584376a04de9d","button_test_android","button_clicked","app_open","login","user_engagement","screen_view","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-EpxGQe6Ypv2wVhRxmDF2bdTr0vRia57548571fd910a33c1713f9e825cd92","session_start","screen_view","app_open","login","user_engagement","screen_view","hamburger_menu_clicked","button_test_ios","button_clicked","video_play","video_manual_completed","video_completed","hamburger_menu_clicked","user_engagement","button_test_ios","button_clicked","video_play","video_closed","hamburger_menu_clicked","menu_item_clicked","video_play","video_closed","video_play","video_closed","video_play","video_closed","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-FVe7MtTcFnHeAIkGMijvccOQAysG3825477968701a1fee0ff67a418004a9","session_start","screen_view","app_update","os_update","app_open","login","screen_view","install","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-Jnit7by7qNRMjy6K2k8hDrZ2UUM6c0d0b6203dc80c70da2064edbe0658b9","session_start","screen_view","app_open","login","user_engagement","screen_view","user_engagement","app_remove","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-JqIG3xQRHwepGrT3QxZ2djpvBZJcfbae6aac18ff01fdbf8e8088adaa7e50","install","login","user_engagement","screen_view","hamburger_menu_clicked","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-OsqqVGB2mjZkQSpUqf08FHD0ubUU31cfe440ed792c90992dd03e1d36ff48","session_start","screen_view","app_open","user_engagement","login","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-POcgwmzFx7cYUVFmN99ACgiuzVKA2cde4d0c12877b02565afb28c256e4c5","session_start","screen_view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-R5NqcEU5tTOdSMMUdFydl6J8WoTcebcda22f508081cd74903da94eeb7024","install","login","user_engagement","screen_view","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_closed","video_play","video_manual_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_play","video_manual_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","video_manual_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","first_visit","session_start","page_view","user_engagement","app_remove","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-ReLfCaM3lZ6oDyjEAtdzM6krx9wI14b95104624e5014adcafd1afa04ec65","login","user_engagement","screen_view","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_perc_completed","video_perc_completed","video_perc_completed","video_perc_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_perc_completed","video_perc_completed","video_perc_completed","video_closed","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-SWKBO5xvzR3b6JCPmVy0k5CehrEj8e036371a6859d6e313a2c94364ba9e7","session_start","screen_view","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-UnBlR0hBCTbR55afnxHcduypcUfb5aefdc6abb603e5d6febc88b5704c7a2","session_start","screen_view","app_update","os_update","app_open","login","user_engagement","screen_view","video_play","video_closed","video_play","video_closed","video_play","video_manual_completed","video_completed","button_test_ios","button_clicked","video_play","video_closed","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-UnvxXe23eWd6QSrewV56kd819Zk9d0b3146853d5c769601b2cb6c468de85","session_start","screen_view","app_open","login","user_engagement","screen_view","button_test_ios","button_clicked","video_play","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-VyHXgDgCmBbqGqkg90JV8nintySO31bd2eab6516f88554b551b250ca0460","session_start","screen_view","app_update","app_open","login","user_engagement","screen_view","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-XVVzSemKyHMGnZnidCklUFA5QuH7f923e0e8963ee5f8ef3659692e77be79","login","user_engagement","screen_view","notification_receive","notification_foreground","notification_receive","notification_foreground","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-cny0mVe0XV6M9WGjzUcqKUDPvPuT7469725fcb0d29a413fb79dad093d3df","login","user_engagement","screen_view","button_test_ios","button_clicked","video_play","hamburger_menu_clicked","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-dGBEN2mjhm6zi1vFk9mF97hInDFR03cab829cd77060cc6865a661ae80f9c","login","user_engagement","screen_view","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_perc_completed","video_perc_completed","video_perc_completed","video_perc_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","user_engagement","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_perc_completed","video_perc_completed","video_perc_completed","video_closed","user_engagement","app_remove","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-dnphveqfseTdHlpskq1pMMcMZ48X5ea18e445719848b7eeb5fef8c1337a6","session_start","screen_view","app_open","login","user_engagement","screen_view","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-hiMVYqdJyO3CNQoDNtA0CTdGCbSyf8ec8000a9c13af5585939d376a6406f","session_start","screen_view","app_open","login","user_engagement","screen_view","install","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-i4L32BM0GBYD44M2duds7epLXgqG90adb222621c6c4e347933619e77cbfa","session_start","screen_view","app_update","app_open","login","user_engagement","screen_view","button_test_ios","button_clicked","video_play","video_closed","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-iZaCd0M0J8HyLPT9jUyO7ydDYujb08045cc1eb49992a226d99c61b1c27d8","login","user_engagement","screen_view","button_test_ios","button_clicked","video_play","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-q6xXU6GtiDj0JkGCEqBRwiiENIcr1b2eaff0a0d97019b2e9d323a9c49c4f","session_start","screen_view","app_update","app_open","login","screen_view","video_play","video_closed","hamburger_menu_clicked","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-rndQldVN8oR2s9b4tFia1tofQ2cA5294cbf15c70b8333367ba1c5b32873f","login","user_engagement","screen_view","button_test_ios","button_clicked","video_play","video_closed","video_play","hamburger_menu_clicked","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-vKZROZiaULBZFveK74ErWtXIuCdv04855a011d687164597f7610704adff8","session_start","screen_view","app_open","login","user_engagement","screen_view","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-wE79QjIFQqQT5IZJYZxID3vTsv5z55ecd7c839bafc42784345134f47caf6","screen_view","app_update","os_update","app_open","login","user_engagement","screen_view","user_engagement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APP-wmLShk62EdnItEB59eVWk5fdBf5jb1ba7eecc9ab998284ce640474fc543c","login","user_engagement","screen_view","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","user_engagement","user_engagement","session_start","screen_view","app_open","login","user_engagement","screen_view","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_perc_completed","video_perc_completed","video_perc_completed","video_perc_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","notification_receive","notification_foreground","notification_receive","notification_foreground","video_play","video_perc_completed","video_perc_completed","video_perc_completed","video_perc_completed","video_completed","notification_receive","notification_foreground","notification_receive","notification_foreground","button_test_android","button_clicked","first_visit","session_start","page_view","user_engagement","app_remove","","","","","","","","","","","","","","","","","","","","","","","","","",""
